"sample_id","series","title","characteristics","day_estimate","condition"
"GSM4215992","GSE141910","P01070","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 71",999,"Adult"
"GSM4215994","GSE141910","P01076","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 59",999,"Adult"
"GSM4215998","GSE141910","P01100","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 59",999,"Adult"
"GSM4215999","GSE141910","P01101","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 65",999,"Adult"
"GSM4216001","GSE141910","P01106","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 65",999,"Adult"
"GSM4216004","GSE141910","P01116","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 69",999,"Adult"
"GSM4216005","GSE141910","P01117","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 61",999,"Adult"
"GSM4216007","GSE141910","P01119","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 52",999,"Adult"
"GSM4216008","GSE141910","P01121","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 33",999,"Adult"
"GSM4216009","GSE141910","P01122","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 51",999,"Adult"
"GSM4216010","GSE141910","P01124","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 73",999,"Adult"
"GSM4216012","GSE141910","P01134","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 68",999,"Adult"
"GSM4216014","GSE141910","P01137","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 53",999,"Adult"
"GSM4216015","GSE141910","P01140","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 65",999,"Adult"
"GSM4216016","GSE141910","P01146","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 55",999,"Adult"
"GSM4216017","GSE141910","P01151","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 80",999,"Adult"
"GSM4216018","GSE141910","P01155","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 20",999,"Adult"
"GSM4216021","GSE141910","P01165","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 61",999,"Adult"
"GSM4216022","GSE141910","P01167","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 51",999,"Adult"
"GSM4216024","GSE141910","P01171","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 65",999,"Adult"
"GSM4216025","GSE141910","P01173","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 64",999,"Adult"
"GSM4216027","GSE141910","P01183","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 56",999,"Adult"
"GSM4216028","GSE141910","P01184","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 45",999,"Adult"
"GSM4216029","GSE141910","P01185","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 61",999,"Adult"
"GSM4216030","GSE141910","P01197","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 34",999,"Adult"
"GSM4216031","GSE141910","P01199","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 24",999,"Adult"
"GSM4216032","GSE141910","P01202","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 56",999,"Adult"
"GSM4216034","GSE141910","P01205","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 44",999,"Adult"
"GSM4216035","GSE141910","P01206","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 37",999,"Adult"
"GSM4216036","GSE141910","P01207","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 57",999,"Adult"
"GSM4216037","GSE141910","P01208","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 64",999,"Adult"
"GSM4216039","GSE141910","P01211","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 46",999,"Adult"
"GSM4216040","GSE141910","P01215","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 59",999,"Adult"
"GSM4216042","GSE141910","P01221","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 52",999,"Adult"
"GSM4216043","GSE141910","P01222","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 44",999,"Adult"
"GSM4216044","GSE141910","P01224","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 59",999,"Adult"
"GSM4216045","GSE141910","P01226","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 42",999,"Adult"
"GSM4216047","GSE141910","P01233","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 48",999,"Adult"
"GSM4216048","GSE141910","P01238","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 67",999,"Adult"
"GSM4216049","GSE141910","P01241","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 50",999,"Adult"
"GSM4216050","GSE141910","P01245","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 56",999,"Adult"
"GSM4216053","GSE141910","P01248","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 56",999,"Adult"
"GSM4216054","GSE141910","P01252","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 62",999,"Adult"
"GSM4216056","GSE141910","P01259","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 58",999,"Adult"
"GSM4216061","GSE141910","P01279","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 56",999,"Adult"
"GSM4216063","GSE141910","P01287","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 78",999,"Adult"
"GSM4216069","GSE141910","P01294","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 53",999,"Adult"
"GSM4216070","GSE141910","P01296","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 57",999,"Adult"
"GSM4216075","GSE141910","P01307","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 59",999,"Adult"
"GSM4216077","GSE141910","P01310","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 56",999,"Adult"
"GSM4216081","GSE141910","P01323","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 67",999,"Adult"
"GSM4216082","GSE141910","P01325","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 53",999,"Adult"
"GSM4216083","GSE141910","P01329","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 66",999,"Adult"
"GSM4216084","GSE141910","P01330","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 58",999,"Adult"
"GSM4216085","GSE141910","P01334","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 77",999,"Adult"
"GSM4216086","GSE141910","P01337","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 74",999,"Adult"
"GSM4216087","GSE141910","P01339","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 36",999,"Adult"
"GSM4216089","GSE141910","P01347","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 57",999,"Adult"
"GSM4216090","GSE141910","P01348","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 68",999,"Adult"
"GSM4216093","GSE141910","P01354","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 65",999,"Adult"
"GSM4216094","GSE141910","P01356","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 51",999,"Adult"
"GSM4216095","GSE141910","P01357","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 75",999,"Adult"
"GSM4216097","GSE141910","P01359","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 52",999,"Adult"
"GSM4216098","GSE141910","P01360","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 75",999,"Adult"
"GSM4216099","GSE141910","P01362","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 51",999,"Adult"
"GSM4216100","GSE141910","P01365","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 69",999,"Adult"
"GSM4216101","GSE141910","P01367","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 56",999,"Adult"
"GSM4216102","GSE141910","P01369","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 75",999,"Adult"
"GSM4216104","GSE141910","P01374","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 60",999,"Adult"
"GSM4216105","GSE141910","P01375","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 41",999,"Adult"
"GSM4216106","GSE141910","P01377","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 77",999,"Adult"
"GSM4216108","GSE141910","P01380","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 59",999,"Adult"
"GSM4216109","GSE141910","P01381","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 44",999,"Adult"
"GSM4216110","GSE141910","P01383","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 59",999,"Adult"
"GSM4216111","GSE141910","P01385","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 38",999,"Adult"
"GSM4216112","GSE141910","P01387","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 53",999,"Adult"
"GSM4216113","GSE141910","P01388","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 51",999,"Adult"
"GSM4216114","GSE141910","P01396","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 46",999,"Adult"
"GSM4216115","GSE141910","P01397","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 38",999,"Adult"
"GSM4216116","GSE141910","P01400","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 22",999,"Adult"
"GSM4216118","GSE141910","P01404","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 50",999,"Adult"
"GSM4216119","GSE141910","P01406","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 51",999,"Adult"
"GSM4216120","GSE141910","P01412","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 49",999,"Adult"
"GSM4216121","GSE141910","P01413","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 57",999,"Adult"
"GSM4216122","GSE141910","P01414","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 74",999,"Adult"
"GSM4216123","GSE141910","P01420","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 64",999,"Adult"
"GSM4216124","GSE141910","P01421","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 58",999,"Adult"
"GSM4216129","GSE141910","P01436","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 57",999,"Adult"
"GSM4216131","GSE141910","P01440","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 74",999,"Adult"
"GSM4216132","GSE141910","P01444","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 53",999,"Adult"
"GSM4216134","GSE141910","P01452","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 47",999,"Adult"
"GSM4216135","GSE141910","P01454","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 63",999,"Adult"
"GSM4216136","GSE141910","P01457","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 71",999,"Adult"
"GSM4216138","GSE141910","P01463","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 83",999,"Adult"
"GSM4216139","GSE141910","P01465","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 58",999,"Adult"
"GSM4216141","GSE141910","P01469","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 52",999,"Adult"
"GSM4216142","GSE141910","P01471","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 55",999,"Adult"
"GSM4216144","GSE141910","P01473","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 47",999,"Adult"
"GSM4216146","GSE141910","P01481","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 76",999,"Adult"
"GSM4216147","GSE141910","P01485","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 78",999,"Adult"
"GSM4216148","GSE141910","P01488","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 81",999,"Adult"
"GSM4216149","GSE141910","P01490","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 71",999,"Adult"
"GSM4216150","GSE141910","P01492","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 60",999,"Adult"
"GSM4216151","GSE141910","P01497","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 53",999,"Adult"
"GSM4216152","GSE141910","P01498","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 73",999,"Adult"
"GSM4216153","GSE141910","P01500","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 56",999,"Adult"
"GSM4216154","GSE141910","P01503","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 25",999,"Adult"
"GSM4216156","GSE141910","P01507","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 51",999,"Adult"
"GSM4216160","GSE141910","P01513","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 75",999,"Adult"
"GSM4216161","GSE141910","P01515","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 54",999,"Adult"
"GSM4216162","GSE141910","P01516","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 66",999,"Adult"
"GSM4216163","GSE141910","P01521","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 65",999,"Adult"
"GSM4216164","GSE141910","P01528","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 52",999,"Adult"
"GSM4216169","GSE141910","P01539","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 47",999,"Adult"
"GSM4216170","GSE141910","P01540","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 72",999,"Adult"
"GSM4216171","GSE141910","P01543","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 69",999,"Adult"
"GSM4216172","GSE141910","P01545","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 44",999,"Adult"
"GSM4216173","GSE141910","P01547","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 62",999,"Adult"
"GSM4216174","GSE141910","P01549","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 49",999,"Adult"
"GSM4216175","GSE141910","P01556","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 57",999,"Adult"
"GSM4216176","GSE141910","P01558","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 58",999,"Adult"
"GSM4216177","GSE141910","P01559","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 60",999,"Adult"
"GSM4216178","GSE141910","P01561","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 65",999,"Adult"
"GSM4216179","GSE141910","P01562","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 67",999,"Adult"
"GSM4216184","GSE141910","P01578","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 52",999,"Adult"
"GSM4216185","GSE141910","P01580","etiology: Non-Failing Donor,Sex: Male,race: African American,age: 35",999,"Adult"
"GSM4216186","GSE141910","P01581","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 66",999,"Adult"
"GSM4216187","GSE141910","P01582","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 58",999,"Adult"
"GSM4216188","GSE141910","P01584","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 22",999,"Adult"
"GSM4216190","GSE141910","P01588","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 69",999,"Adult"
"GSM4216192","GSE141910","P01591","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 69",999,"Adult"
"GSM4216194","GSE141910","P01593","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 57",999,"Adult"
"GSM4216195","GSE141910","P01595","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 40",999,"Adult"
"GSM4216198","GSE141910","P01600","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 51",999,"Adult"
"GSM4216200","GSE141910","P01603","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 69",999,"Adult"
"GSM4216205","GSE141910","P01610","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 63",999,"Adult"
"GSM4216208","GSE141910","P01616","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 75",999,"Adult"
"GSM4216211","GSE141910","P01621","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 54",999,"Adult"
"GSM4216212","GSE141910","P01622","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 56",999,"Adult"
"GSM4216213","GSE141910","P01623","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 62",999,"Adult"
"GSM4216214","GSE141910","P01626","etiology: Non-Failing Donor,Sex: Female,race: Caucasian,age: 54",999,"Adult"
"GSM4216216","GSE141910","P01628","etiology: Non-Failing Donor,Sex: Male,race: Caucasian,age: 52",999,"Adult"
"GSM4216224","GSE141910","P01635","etiology: Non-Failing Donor,Sex: Female,race: African American,age: 62",999,"Adult"
"GSM2264834","GSE85331,GSE85332","C15_0_1_RNA-seq","cell type: hiPS cell,cell line: C15,differentiation time (days): 0",0,"Embryonic"
"GSM2264836","GSE85331,GSE85332","C15_2_1_RNA-seq","cell type: hiPSC-derived cells,cell line: C15,differentiation time (days): 2",2,"Embryonic"
"GSM2264837","GSE85331,GSE85332","C15_2_2_RNA-seq","cell type: hiPSC-derived cells,cell line: C15,differentiation time (days): 2",2,"Embryonic"
"GSM2264838","GSE85331,GSE85332","C15_4_1_RNA-seq","cell type: hiPSC-derived cells,cell line: C15,differentiation time (days): 4",4,"Embryonic"
"GSM2264839","GSE85331,GSE85332","C15_4_2_RNA-seq","cell type: hiPSC-derived cells,cell line: C15,differentiation time (days): 4",4,"Embryonic"
"GSM2264840","GSE85331,GSE85332","C15_30_1_RNA-seq","cell type: hiPSC-derived cells,cell line: C15,differentiation time (days): 30",30,"Maturing"
"GSM2264841","GSE85331,GSE85332","C15_30_2_RNA-seq","cell type: hiPSC-derived cells,cell line: C15,differentiation time (days): 30",30,"Maturing"
"GSM2264842","GSE85331,GSE85332","C20_0_1_RNA-seq","cell type: hiPS cell,cell line: C20,differentiation time (days): 0",0,"Embryonic"
"GSM2264843","GSE85331,GSE85332","C20_0_2_RNA-seq","cell type: hiPS cell,cell line: C20,differentiation time (days): 0",0,"Embryonic"
"GSM2264844","GSE85331,GSE85332","C20_2_1_RNA-seq","cell type: hiPSC-derived cells,cell line: C20,differentiation time (days): 2",2,"Embryonic"
"GSM2264845","GSE85331,GSE85332","C20_2_2_RNA-seq","cell type: hiPSC-derived cells,cell line: C20,differentiation time (days): 2",2,"Embryonic"
"GSM2264846","GSE85331,GSE85332","C20_4_1_RNA-seq","cell type: hiPSC-derived cells,cell line: C20,differentiation time (days): 4",4,"Embryonic"
"GSM2264847","GSE85331,GSE85332","C20_4_2_RNA-seq","cell type: hiPSC-derived cells,cell line: C20,differentiation time (days): 4",4,"Embryonic"
"GSM2264848","GSE85331,GSE85332","C20_30_1_RNA-seq","cell type: hiPSC-derived cells,cell line: C20,differentiation time (days): 30",30,"Maturing"
"GSM2264849","GSE85331,GSE85332","C20_30_2_RNA-seq","cell type: hiPSC-derived cells,cell line: C20,differentiation time (days): 30",30,"Maturing"
"GSM2264850","GSE85331,GSE85332","H1_0_1_RNA-seq","cell type: hESC,cell line: H1,differentiation time (days): 0",0,"Embryonic"
"GSM2264857","GSE85331,GSE85332","H1_30_2_RNA-seq","cell type: hESC-derived cells,cell line: H1,differentiation time (days): 30",30,"Maturing"
"GSM2264859","GSE85331,GSE85332","H9_0_2_RNA-seq","cell type: hESC,cell line: H9,differentiation time (days): 0",0,"Embryonic"
"GSM7677388","GSE239918","hESCs cells, D15, replicate 1","cell line: hESCs,cell type: Human embryonic stem cells,time: Day15",15,"Embryonic"
"GSM7677389","GSE239918","hESCs cells, D15, replicate 2","cell line: hESCs,cell type: Human embryonic stem cells,time: Day15",15,"Embryonic"
"GSM7677390","GSE239918","hESCs cells, D15, replicate 3","cell line: hESCs,cell type: Human embryonic stem cells,time: Day15",15,"Embryonic"
"GSM7677391","GSE239918","hESCs cells, D30, replicate 1","cell line: hESCs,cell type: Human embryonic stem cells,time: Day30",30,"Maturing"
"GSM7677392","GSE239918","hESCs cells, D30, replicate 2","cell line: hESCs,cell type: Human embryonic stem cells,time: Day30",30,"Maturing"
"GSM7677393","GSE239918","hESCs cells, D30, replicate 3","cell line: hESCs,cell type: Human embryonic stem cells,time: Day30",30,"Maturing"
